CategoryD,currencyD,sellerRating,DurationD,endDayD,ClosePrice,OpenPrice,Competitive
13,0,3249,2,0,5.5,0.01,1
13,0,3249,2,0,5.5,0.01,1
13,0,3249,2,0,5.52,0.01,1
13,0,3249,2,0,5.52,0.01,1
13,0,3249,2,0,6,0.01,1
13,0,3249,2,0,6.01,0.01,1
13,0,3249,2,0,6.15,0.01,1
13,0,3249,2,0,6.18,0.01,1
13,0,3249,2,0,6.5,0.01,1
13,0,3249,2,0,6.5,0.01,1
13,0,3249,2,0,6.5,0.01,1
13,0,3249,2,0,6.5,0.01,1
11,1,29,3,3,11.6,0.017846154,1
13,0,3249,2,0,6.55,0.01,1
13,0,3249,2,0,6.71,0.01,1
13,0,3249,2,0,7,0.01,1
13,0,3249,2,0,7,0.01,1
13,0,3249,2,0,7,0.01,1
13,0,3249,2,0,7.05,0.01,1
13,0,3249,2,0,7.5,0.01,1
13,0,3249,2,0,7.5,0.01,1
13,0,3249,2,0,7.5,0.01,1
13,0,3249,2,0,7.51,0.01,1
13,0,3249,2,0,7.55,0.01,1
13,0,3249,2,0,8.01,0.01,1
13,0,3249,2,0,8.05,0.01,1
13,0,3249,2,0,8.05,0.01,1
13,0,3249,2,0,8.26,0.01,1
13,0,3249,2,0,8.49,0.01,1
13,0,3249,2,0,8.5,0.01,1
13,0,3249,2,0,8.5,0.01,1
13,0,3249,2,0,9.39,0.01,1
13,0,3249,2,0,9.5,0.01,1
13,0,3249,2,0,9.99,0.01,1
13,0,3249,2,0,10,0.01,1
13,0,3249,2,0,10,0.01,1
13,0,3249,2,0,10.5,0.01,1
13,0,3249,2,0,10.5,0.01,1
13,0,3249,2,0,10.5,0.01,1
2,0,352,3,5,11.5,0.01,1
13,0,3249,2,0,11.55,0.01,1
13,0,3249,2,0,11.71,0.01,1
13,0,3249,2,0,15.5,0.01,1
11,1,2991,3,3,0.98,0.534545455,1
13,0,3249,2,0,18,0.01,1
13,0,3249,2,0,18.5,0.01,1
6,0,1,2,1,20.7,0.01,1
6,0,1,2,4,22,0.01,1
6,0,1,2,4,23.65,0.01,1
3,0,5450,1,6,26,0.01,1
6,0,1,2,1,26,0.01,1
13,0,3249,2,0,27,0.01,1
13,1,1029,3,3,1.07,1.07,0
13,1,1029,3,3,1.07,1.07,0
17,1,2991,3,3,2.14,0.535,1
17,1,2991,3,3,2.16,0.53553719,1
6,0,1,2,4,43,0.01,1
6,0,1,2,1,46.02,0.01,1
2,0,30,3,0,0.7,0.7,0
13,1,1029,3,3,1.25,1.25,0
13,1,1029,3,3,1.25,1.25,0
13,1,1029,3,3,1.25,1.25,0
13,1,1029,3,3,1.25,1.25,1
13,1,70,3,3,1.86,0.894230769,1
6,0,1,2,1,52.02,0.01,1
6,0,1,2,1,61.05,0.01,1
8,0,4,2,5,62,0.01,1
17,1,2991,3,3,3.929999999,0.535909091,1
13,1,1029,3,3,1.7,1.252631579,1
17,1,2991,3,3,5.180000001,0.535862069,1
7,0,411,1,5,0.99,0.99,1
1,0,793,1,5,0.99,0.99,1
17,0,3277,1,6,0.99,0.99,0
17,0,3277,1,6,0.99,0.99,0
17,0,3277,1,6,0.99,0.99,0
13,0,841,2,0,0.99,0.99,0
13,0,841,2,0,0.99,0.99,0
13,0,841,2,0,0.99,0.99,0
13,0,841,2,0,0.99,0.99,0
13,0,841,2,0,0.99,0.99,1
6,0,2220,2,0,0.99,0.99,0
9,0,109,3,4,0.99,0.99,0
2,1,149,3,3,1.77,1.77,0
13,1,149,3,3,1.77,1.77,0
13,1,215,3,3,1.77,1.77,0
6,0,2695,3,4,0.99,0.99,0
6,0,2695,3,5,0.99,0.99,0
6,0,2695,3,5,0.99,0.99,0
6,0,2695,3,5,0.99,0.99,0
6,0,2695,3,5,0.99,0.99,0
17,1,2991,3,3,1.77,1.77,0
17,1,2991,3,3,1.77,1.77,0
13,1,2991,3,3,1.77,1.77,0
4,1,2991,3,3,1.77,1.77,0
5,1,3380,3,3,1.77,1.77,0
5,1,3380,3,3,1.77,1.77,1
17,0,3385,3,5,0.99,0.99,0
7,0,4790,3,1,0.99,0.99,0
6,0,743,1,5,1,1,1
8,2,9,2,6,1.23,1.23,0
1,0,113,2,6,1,1,0
0,2,158,2,0,1.23,1.23,0
2,2,410,2,0,1.23,1.23,0
2,2,666,2,3,1.23,1.23,0
2,2,865,2,4,1.23,1.23,0
4,2,865,2,5,1.23,1.23,0
13,2,1301,2,4,1.23,1.23,0
3,2,27,3,6,1.23,1.23,0
3,2,27,3,6,1.23,1.23,0
7,2,29,3,4,1.23,1.23,0
4,2,41,3,3,1.23,1.23,0
2,2,104,3,0,1.23,1.23,0
13,2,104,3,0,1.23,1.23,0
13,2,858,3,0,1.23,1.23,0
12,0,1317,3,0,1,1,1
13,2,1515,3,0,1.23,1.23,0
0,2,1550,3,0,1.23,1.23,0
0,2,1550,3,0,1.23,1.23,0
0,2,1550,3,0,1.23,1.23,0
0,2,1550,3,2,1.23,1.23,0
8,2,1550,3,5,1.23,1.23,0
13,2,2162,3,3,1.23,1.23,0
13,2,2162,3,3,1.23,1.23,1
15,1,5292,3,3,1.78,1.78,0
15,1,5292,3,3,1.78,1.78,0
1,2,23,4,2,1.23,1.23,0
11,2,54,4,1,1.23,1.23,0
2,2,89,4,2,1.23,1.23,0
11,2,100,4,4,1.23,1.23,0
7,2,165,4,2,1.23,1.23,0
4,2,279,4,1,1.23,1.23,0
5,2,684,4,2,1.23,1.23,0
2,2,865,4,2,1.23,1.23,0
2,2,865,4,2,1.23,1.23,0
2,2,865,4,2,1.23,1.23,0
16,2,865,4,2,1.23,1.23,0
13,2,1075,4,3,1.23,1.23,0
2,2,1386,4,5,1.23,1.23,0
13,2,1645,4,6,1.23,1.23,0
13,2,1645,4,6,1.23,1.23,0
6,2,1853,4,1,1.23,1.23,0
6,2,1853,4,1,1.23,1.23,0
6,2,1853,4,1,1.23,1.23,0
6,2,2163,4,4,1.23,1.23,0
13,2,2404,4,5,1.23,1.23,0
13,2,2638,4,0,1.23,1.23,0
13,2,2638,4,1,1.23,1.23,0
13,2,2638,4,1,1.23,1.23,0
13,2,2638,4,1,1.23,1.23,0
13,2,3057,4,0,1.23,1.23,0
7,2,3375,4,3,1.23,1.23,0
7,2,3375,4,3,1.23,1.23,0
13,2,5701,4,0,1.23,1.23,0
13,2,5701,4,6,1.23,1.23,0
13,2,5701,4,6,1.23,1.23,0
13,2,5701,4,6,1.23,1.23,0
13,2,5701,4,6,1.23,1.23,0
11,2,5701,4,1,1.23,1.23,0
11,2,5701,4,2,1.23,1.23,0
6,2,5701,4,6,1.23,1.23,1
13,2,5701,4,0,1.23,1.23,1
17,1,2991,3,3,1.86,1.770576923,1
13,1,2991,3,3,6.600000001,0.535135135,1
11,0,533,3,0,112.5,0.01,1
6,0,1,2,1,112.52,0.01,1
6,0,1386,1,5,4.75,0.25,1
11,1,53,3,3,2.14,1.7655,1
6,0,2695,3,5,1.25,0.99,1
17,0,1124,3,1,1.25,1,1
13,1,1029,3,3,3.03,1.425882353,1
17,1,2991,3,3,8.39,0.535531915,1
11,1,53,3,3,2.57,1.766875,1
11,1,2991,3,3,2.57,1.766875,1
17,0,3277,1,6,1.5,0.99,1
8,2,1550,3,4,1.840000001,1.226666667,1
8,2,1550,3,4,1.840000001,1.226666667,1
8,2,1550,3,4,1.840000001,1.226666667,1
8,2,1550,3,5,1.840000001,1.226666667,1
8,2,1550,3,0,1.840000001,1.226666667,1
3,2,743,4,4,1.840000001,1.226666667,1
2,2,2163,4,1,1.840000001,1.226666667,1
13,2,5701,4,0,1.840000001,1.226666667,1
5,1,3380,3,3,2.23,2.23,0
11,1,53,3,3,2.86,1.769625,1
13,1,2991,3,3,9.819999998,0.535636364,1
11,1,53,3,3,3.020000001,1.769112427,1
11,1,53,3,3,3.03,1.764529412,1
13,1,215,3,3,3.03,1.764529412,1
5,2,1033,4,4,2.08,1.230769231,1
11,1,53,3,3,3.12,1.765028572,1
11,1,53,3,3,3.389999999,1.766368421,1
6,0,1,2,4,188.33,0.01,1
2,2,1553,4,1,1.71,1.71,0
17,1,2991,3,3,11.6,0.535384616,1
8,2,1550,3,5,2.46,1.23,1
8,2,1550,3,2,2.46,1.23,1
8,2,1550,3,2,2.46,1.23,1
13,2,2638,4,1,2.46,1.23,1
11,1,53,3,3,3.750000001,1.767857143,1
13,1,1148,1,3,3.929999999,1.7685,1
13,1,1148,1,3,3.929999999,1.7685,1
11,0,841,2,0,2.2,0.99,1
13,1,118,3,3,3.929999999,1.7685,1
11,1,53,3,3,3.94,1.764977376,1
13,2,104,3,0,1.829999999,1.829999999,0
2,1,201,3,3,2.66,2.66,0
0,0,945,3,6,1.49,1.49,0
2,1,2731,3,3,2.66,2.66,0
2,2,1553,4,1,1.829999999,1.829999999,0
5,1,3380,3,3,2.680000001,2.680000001,0
17,2,300,4,2,1.840000001,1.840000001,0
17,2,300,4,2,1.840000001,1.840000001,0
17,2,300,4,2,1.840000001,1.840000001,0
11,1,53,3,3,4.279999999,1.7655,1
11,1,53,3,3,4.279999999,1.7655,1
13,2,1301,2,4,3.07,1.228,1
13,2,104,3,0,3.07,1.228,1
13,2,765,3,6,3.07,1.228,1
2,2,1386,4,5,3.07,1.228,1
2,2,15,4,6,3.089999999,1.231075697,1
13,1,429,1,3,3.020000001,2.662603551,1
11,1,53,3,3,4.640000001,1.766769231,1
4,1,77,3,3,4.82,1.767333333,1
13,0,841,2,0,2.78,0.99,1
11,1,53,3,3,5.349999999,1.7655,1
2,1,2731,3,3,3.57,2.65965,1
0,2,1553,4,1,2.46,1.8327,1
6,2,221,3,2,3.69,1.23,1
4,2,41,4,6,3.69,1.23,1
4,2,41,4,6,3.69,1.23,1
2,2,268,4,6,2.46,1.845,1
13,2,5701,4,4,3.699999999,1.22923588,1
13,2,3057,4,0,3.750000001,1.229508197,1
13,0,841,2,0,3.2,0.99,1
11,1,53,3,3,5.71,1.76653125,1
11,1,53,3,3,5.71,1.76653125,1
12,0,743,1,5,3.25,1,1
4,1,2991,3,3,20.52,0.535304348,1
6,2,170,3,4,4.300000002,1.228571429,1
4,2,1661,3,2,4.329999999,1.230113636,1
17,2,104,4,4,4.430000002,1.230555556,1
6,1,1954,3,3,6.620000001,1.766522911,1
13,1,293,4,3,6.620000001,1.766522911,1
13,1,1148,1,3,6.659999999,1.76766756,1
16,0,2378,1,6,390,0.01,1
13,0,841,2,0,4,0.99,1
5,0,5564,3,0,4,0.99,1
12,2,72,0,3,2.45,2.45,0
12,2,72,0,4,2.45,2.45,0
7,2,105,1,6,2.45,2.45,0
13,2,681,1,5,2.45,2.45,0
1,0,3114,1,5,1.99,1.99,0
4,2,24,3,5,2.45,2.45,0
10,2,70,3,4,2.45,2.45,0
10,2,70,3,5,2.45,2.45,0
10,2,70,3,0,2.45,2.45,0
10,2,70,3,2,2.45,2.45,0
13,2,104,3,3,2.45,2.45,0
7,2,105,3,3,2.45,2.45,0
13,2,205,3,4,2.45,2.45,0
13,2,205,3,4,2.45,2.45,0
13,2,205,3,4,2.45,2.45,0
13,2,205,3,4,2.45,2.45,0
9,0,212,3,4,1.99,1.99,0
17,1,2731,3,3,3.55,3.55,0
5,1,3380,3,3,3.55,3.55,0
5,1,3380,3,3,3.55,3.55,0
17,0,3385,3,5,1.99,1.99,0
17,0,3385,3,5,1.99,1.99,0
17,0,3385,3,5,1.99,1.99,0
17,0,3385,3,5,1.99,1.99,0
17,0,3385,3,5,1.99,1.99,0
17,0,3385,3,5,1.99,1.99,0
17,0,3385,3,5,1.99,1.99,0
17,0,3385,3,5,1.99,1.99,0
11,2,5350,3,5,2.45,2.45,0
11,2,5350,3,0,2.45,2.45,0
17,0,9003,3,0,1.99,1.99,0
0,2,18,4,6,2.45,2.45,0
0,2,18,4,6,2.45,2.45,0
0,2,18,4,6,2.45,2.45,1
17,2,300,4,2,2.45,2.45,0
6,2,578,4,6,2.45,2.45,0
6,2,578,4,6,2.45,2.45,0
6,2,578,4,0,2.45,2.45,0
6,2,578,4,0,2.45,2.45,0
6,2,578,4,0,2.45,2.45,0
6,2,578,4,0,2.45,2.45,0
6,2,884,4,0,2.45,2.45,1
6,2,884,4,0,2.45,2.45,1
6,2,1545,4,0,2.45,2.45,0
6,2,1545,4,0,2.45,2.45,0
6,2,1545,4,3,2.45,2.45,0
7,2,2382,4,6,2.45,2.45,0
0,2,2507,4,6,2.45,2.45,0
0,2,2507,4,6,2.45,2.45,0
16,2,4366,4,0,2.45,2.45,0
1,2,5701,4,0,2.45,2.45,0
8,2,5701,4,4,2.45,2.45,0
8,2,5701,4,0,2.45,2.45,0
13,2,5701,4,6,2.45,2.45,0
13,2,5701,4,6,2.45,2.45,0
17,2,5827,4,2,2.45,2.45,0
17,2,5827,4,2,2.45,2.45,0
17,2,5827,4,2,2.45,2.45,0
13,0,3277,1,6,2,2,1
13,2,1301,2,4,4.92,1.23,1
0,0,52,3,4,2,2,0
13,2,130,3,6,2.46,2.46,0
11,1,376,3,3,3.57,3.57,0
6,0,2695,3,4,2,2,0
6,0,2695,3,5,2,2,0
6,0,2695,3,5,2,2,0
6,0,2695,3,5,2,2,0
6,0,2696,3,0,2,2,0
0,0,4390,3,0,2,2,0
11,1,53,3,3,7.500000001,1.767857143,1
15,1,107,4,3,7.500000001,1.767857143,1
11,1,53,3,3,7.51,1.766009501,1
13,0,841,2,0,4.25,0.99,1
13,0,841,2,0,4.25,0.99,1
1,0,2162,2,6,2.24,1.99,1
17,0,3385,3,5,2.24,1.99,1
17,0,3385,3,5,2.24,1.99,1
11,2,54,2,5,5.530000001,1.228888889,1
13,2,1301,3,6,5.600000001,1.230769231,1
13,2,1301,3,6,5.660000002,1.230434783,1
13,1,17,3,3,8.39,1.767255319,1
13,1,1842,4,3,8.39,1.767255319,1
6,0,2696,3,0,2.34,2,1
6,0,5703,4,6,9.57,0.5,1
17,2,2507,3,4,3.060000001,2.445542169,1
6,2,1545,4,0,3.060000001,2.445542169,1
11,2,5350,2,4,3.07,2.44372,1
13,2,205,3,4,3.07,2.44372,1
4,2,569,4,3,3.07,2.44372,1
6,2,1545,4,0,3.07,2.44372,1
12,0,1124,1,6,2.5,2,1
2,2,83,4,4,6.470000001,1.230038023,1
5,1,3380,3,3,4.82,3.552518518,1
13,0,841,2,0,5.5,0.99,1
13,0,841,2,0,5.5,0.99,1
13,0,841,2,0,5.5,0.99,1
13,1,17,3,3,9.819999998,1.7676,1
17,1,1768,3,3,9.819999998,1.7676,1
11,1,670,3,3,9.829999999,1.766188748,1
17,0,3385,3,5,2.75,1.99,1
6,0,2695,3,5,2.75,2,1
6,2,442,4,2,6.76,1.229090909,1
12,2,5701,4,0,6.76,1.229090909,1
6,1,88,3,3,9.829999999,1.784029038,1
17,0,3385,3,5,2.8,1.99,1
13,0,3277,1,6,2.8,2,1
1,2,526,4,1,6.890000001,1.230357143,1
13,0,841,2,0,6.01,0.99,1
6,2,1545,4,2,3.69,2.4477,1
6,2,1545,4,1,3.69,2.4477,1
8,2,5701,4,2,3.69,2.4477,1
7,2,863,4,4,3.699999999,2.446179401,1
1,2,526,4,3,7.389999997,1.229617304,1
6,2,1545,4,0,3.729999999,2.449735973,1
6,2,920,1,4,7.589999999,1.230145867,1
13,1,105,3,3,4.44,4.44,0
13,1,105,3,3,4.44,4.44,0
17,0,3277,1,6,6.27,0.99,1
6,0,510,1,6,2.5,2.5,0
7,0,366,2,0,2.5,2.5,0
11,2,1402,3,4,3.07,3.07,0
5,2,300,4,2,3.870000001,2.444857144,1
13,1,118,3,3,11.6,1.766769231,1
13,2,548,4,1,7.979999998,1.229583975,1
1,2,526,4,2,7.989999999,1.229230769,1
1,2,526,4,5,7.989999999,1.229230769,1
6,2,433,2,4,4.059999999,2.44830303,1
16,1,118,3,3,11.96,1.767223881,1
13,1,105,3,3,4.8,4.443122676,1
17,0,3277,1,6,7,0.99,1
13,2,205,3,4,4.300000002,2.444857144,1
1,2,526,4,0,8.61,1.23,1
13,2,205,3,4,4.369999998,2.449661971,1
17,0,35,0,4,710,0.01,1
8,2,5701,4,6,4.430000002,2.448805556,1
13,1,17,3,3,12.94,1.76697931,1
13,1,105,3,3,5.16,4.445813149,1
5,0,1054,2,0,9.38,0.77,1
6,2,170,3,4,9.219999998,1.229333333,1
12,0,225,3,0,750,0.01,1
4,2,18,4,6,9.219999998,1.229333333,1
1,2,526,4,4,9.240000003,1.230359521,1
17,0,3385,3,5,2.75,2.75,0
17,0,3385,3,5,2.75,2.75,0
17,0,3385,3,5,2.75,2.75,0
17,0,3385,3,5,2.75,2.75,0
17,0,3385,3,5,2.75,2.75,0
17,0,3385,3,5,2.75,2.75,0
17,0,3385,3,5,2.75,2.75,0
17,0,3385,3,5,2.75,2.75,0
17,0,3385,3,5,2.75,2.75,0
17,0,3385,3,5,2.75,2.75,0
17,0,3385,3,5,2.75,2.75,0
17,0,3385,3,5,2.75,2.75,0
17,0,3385,3,5,2.75,2.75,0
17,0,3385,3,5,2.75,2.75,0
17,0,3385,3,5,2.75,2.75,0
17,0,3385,3,5,2.75,2.75,0
5,0,5564,3,5,2.79,2.79,0
13,0,841,2,0,8,0.99,1
13,1,118,3,3,14.28,1.76715,1
13,1,105,3,3,5.71,4.44309375,1
6,2,578,4,0,4.93,2.446558604,1
7,2,113,3,1,9.84,1.23,1
17,1,293,4,3,5.71,4.4609375,1
17,2,638,4,6,9.860000001,1.229426434,1
8,0,2956,1,4,81.55,0.1,1
6,1,18,3,3,9.819999998,2.678181818,1
16,1,79,3,3,15.15,1.766607774,1
7,0,411,2,0,8.5,0.99,1
6,2,170,3,3,10.45,1.229411765,1
16,0,2378,0,4,860,0.01,1
6,0,119,4,5,860,0.01,1
9,1,232,1,3,5.339999999,5.339999999,0
2,0,638,1,5,2.99,2.99,0
4,2,315,3,5,3.680000001,3.680000001,0
5,1,3380,3,3,5.339999999,5.339999999,0
5,1,3380,3,3,5.339999999,5.339999999,0
5,1,3380,3,3,5.339999999,5.339999999,0
6,0,3385,3,5,2.99,2.99,0
0,0,3613,3,6,2.99,2.99,0
2,0,3613,3,6,2.99,2.99,1
0,0,4390,3,4,2.99,2.99,1
5,0,5564,3,4,2.99,2.99,0
5,0,5564,3,4,2.99,2.99,0
6,0,9003,3,6,2.99,2.99,0
9,0,9003,3,0,2.99,2.99,0
16,0,9003,3,6,2.99,2.99,0
16,0,9003,3,0,2.99,2.99,0
6,0,25433,3,5,2.99,2.99,0
17,2,842,4,1,11.01,1.230167598,1
6,2,1545,4,1,5.530000001,2.445488889,1
17,0,3277,1,6,3,3,0
17,0,3277,1,6,3,3,0
13,1,197,3,3,5.349999999,5.349999999,0
17,2,508,3,6,11.07,1.23,1
0,2,618,3,0,3.69,3.69,0
12,1,2189,3,3,5.349999999,5.349999999,0
6,0,2696,3,0,3,3,0
13,1,1842,4,3,5.349999999,5.349999999,0
13,1,1842,4,3,5.349999999,5.349999999,0
13,2,5701,4,2,11.07,1.23,1
17,2,3090,4,1,5.580000001,2.445859031,1
17,2,5827,4,2,5.720000001,2.447913979,1
13,1,2991,3,3,55.33000001,0.535451613,1
13,0,471,2,0,9.5,0.99,1
13,0,841,2,0,9.5,0.99,1
12,0,743,1,5,9.72,1,1
6,0,2695,3,5,3.25,3,1
13,1,1148,1,3,17.85,1.76715,1
13,0,841,2,0,10,0.99,1
6,2,1545,4,0,6.15,2.4477,1
6,2,1545,4,0,6.15,2.4477,1
6,2,1545,4,0,6.15,2.4477,1
17,2,508,3,6,12.3,1.23,1
13,1,1148,1,3,18.74,1.766914286,1
13,0,841,2,0,10.5,0.99,1
13,1,17,3,3,18.74,1.766914286,1
5,0,1054,2,0,13.51,0.77,1
13,0,193,2,5,10.52,0.99,1
13,0,841,2,0,10.55,0.99,1
17,2,508,3,6,12.91000001,1.22952381,1
13,2,1853,3,4,4.300000002,3.685714287,1
13,2,1853,3,4,4.300000002,3.685714287,1
0,0,4390,3,4,3.27,3.27,0
11,2,4366,3,4,6.76,2.445890909,1
8,2,5701,4,1,6.76,2.445890909,1
12,1,1180,3,3,9.819999998,3.57090909,1
17,0,3385,3,5,4,2.75,1
3,0,1265,3,5,3.35,3.35,0
3,0,1266,3,6,3.35,3.35,0
13,1,1148,1,3,20.52,1.766504348,1
11,0,390,2,0,11.5,0.99,1
7,0,2711,2,5,11.5,0.99,1
12,2,2168,3,0,14.14,1.229565217,1
6,2,1545,4,1,7.130000001,2.446327587,1
11,2,266,2,5,14.28,1.22997416,1
13,1,105,3,3,8.39,4.444914894,1
17,2,3090,4,1,7.38,2.4477,1
17,2,269,4,1,14.72,1.229741019,1
6,2,1545,4,0,7.429999998,2.447963576,1
0,0,945,3,6,3.49,3.49,0
0,0,2349,4,6,20.5,0.6,1
11,2,5701,4,1,15.37,1.2296,1
13,1,197,3,3,7.500000001,5.357142858,1
10,0,2459,3,5,4.24,2.99,1
12,0,1322,3,1,12.83,0.99,1
13,1,17,3,3,23.22,1.766933129,1
12,2,89,4,2,8.010000003,2.448525347,1
17,2,3090,4,1,8.010000003,2.448525347,1
0,0,2349,3,4,3.6,3.6,0
0,0,2349,3,4,3.6,3.6,0
0,0,2349,3,4,3.6,3.6,0
0,0,2349,3,4,3.6,3.6,0
0,0,2349,3,4,3.6,3.6,0
0,0,2349,3,4,3.6,3.6,0
0,0,2349,3,4,3.6,3.6,0
0,0,2349,3,4,3.6,3.6,0
0,0,2349,3,5,3.6,3.6,0
0,0,2349,3,6,3.6,3.6,0
0,0,2349,3,6,3.6,3.6,0
0,0,2349,3,6,3.6,3.6,0
0,0,2349,3,0,3.6,3.6,0
0,0,2349,3,0,3.6,3.6,0
0,0,2349,3,1,3.6,3.6,0
0,0,2349,3,1,3.6,3.6,0
0,0,2349,3,4,3.6,3.6,1
0,0,2349,3,5,3.6,3.6,1
12,1,1180,3,3,11.6,3.56923077,1
6,2,1545,4,4,8.280000002,2.448320952,1
6,2,170,3,4,16.60000001,1.22962963,1
13,2,1301,3,6,17.01,1.229934924,1
0,0,2349,3,4,3.85,3.6,1
0,0,2349,3,4,3.85,3.6,1
0,0,2349,3,4,3.85,3.6,1
0,0,2349,3,5,3.85,3.6,1
0,0,2349,3,6,3.85,3.6,1
0,0,2349,3,6,3.85,3.6,1
17,0,3385,3,5,3.75,3.75,0
17,0,3385,3,5,3.75,3.75,0
17,0,3385,3,5,3.75,3.75,0
13,1,105,3,3,10.08,4.442336282,1
0,2,2507,3,4,8.710000002,2.448149718,1
6,2,1545,4,1,8.719999997,2.447503525,1
16,2,5701,4,2,8.760000002,2.448370787,1
6,0,2220,2,0,14.5,0.99,1
4,2,37,1,3,17.82999999,1.229655172,1
13,2,915,2,4,17.86,1.230027548,1
0,0,2349,3,0,4.12,3.6,1
4,2,174,4,4,9.219999998,2.446373333,1
6,2,1545,4,0,9.219999998,2.446373333,1
6,2,1545,4,0,9.219999998,2.446373333,1
4,2,299,3,3,6.15,3.6777,1
11,2,71,3,3,18.58,1.229649239,1
17,0,9003,2,5,3.89,3.89,0
12,0,9003,3,0,3.89,3.89,0
17,0,3385,3,5,5.51,2.75,1
6,2,578,4,0,9.42,2.447232376,1
0,0,2349,3,0,4.24,3.6,1
6,2,578,4,0,9.470000001,2.447441559,1
7,0,454,2,0,15.5,0.99,1
7,0,18,3,0,15.51,0.99,1
4,2,519,2,0,19.05999999,1.229677419,1
17,0,3385,3,5,5.69,2.75,1
0,0,2349,3,4,4.35,3.6,1
0,0,2349,3,1,4.36,3.6,1
0,0,2349,3,1,4.36,3.6,1
0,0,2349,3,4,4.36,3.6,1
6,2,1545,4,0,9.84,2.4477,1
9,1,232,1,3,7.12,7.12,1
2,0,638,2,0,3.99,3.99,0
4,2,141,3,4,4.91,4.91,0
10,0,1155,3,4,3.99,3.99,0
